MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,General Supplies,General,General,,DPH12B,"DPH12B 2"" #1 Phillips Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DPH12B,,General Supplies > General > General,"Diablo DPH12B Phillips Drive, DPH12B",DPH12B PHILLIPS DRIVE,"Diablo DPH12B Phillips Drive, DPH12B","Diablo DPH12B Phillips Drive, Model DPH12B","Diablo DPH12B Phillips Drive, DPH12B",,,,,,,,,,,,,,,,,,,,,,,,,DPH12B Phillips Drive,,DPH12B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DPH135B,"DPH135B 3-1/2"" #1 Phillips - Drive Bit",,,,,Freud Inc,Diablo,Diablo,DPH135B,,General Supplies > General > General,"Diablo DPH135B Phillips Drive, DPH135B",DPH135B PHILLIPS DRIVE,"Diablo DPH135B Phillips Drive, DPH135B","Diablo DPH135B Phillips Drive, Model DPH135B","Diablo DPH135B Phillips Drive, DPH135B",,,,,,,,,,,,,,,,,,,,,,,,,DPH135B Phillips Drive,,DPH135B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DPH21B,"DPH21B 1"" #2 Phillips Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DPH21B,,General Supplies > General > General,"Diablo DPH21B Phillips Drive, DPH21B",DPH21B PHILLIPS DRIVE,"Diablo DPH21B Phillips Drive, DPH21B","Diablo DPH21B Phillips Drive, Model DPH21B","Diablo DPH21B Phillips Drive, DPH21B",,,,,,,,,,,,,,,,,,,,,,,,,DPH21B Phillips Drive,,DPH21B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DPH22B,"DPH22B 2"" #2 Phillips Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DPH22B,,General Supplies > General > General,"Diablo DPH22B Phillips Drive, DPH22B",DPH22B PHILLIPS DRIVE,"Diablo DPH22B Phillips Drive, DPH22B","Diablo DPH22B Phillips Drive, Model DPH22B","Diablo DPH22B Phillips Drive, DPH22B",,,,,,,,,,,,,,,,,,,,,,,,,DPH22B Phillips Drive,,DPH22B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DPH235B,"DPH235B 3-1/2"" #2 Phillips - Drive Bit",,,,,Freud Inc,Diablo,Diablo,DPH235B,,General Supplies > General > General,"Diablo DPH235B Phillips Drive, DPH235B",DPH235B PHILLIPS DRIVE,"Diablo DPH235B Phillips Drive, DPH235B","Diablo DPH235B Phillips Drive, Model DPH235B","Diablo DPH235B Phillips Drive, DPH235B",,,,,,,,,,,,,,,,,,,,,,,,,DPH235B Phillips Drive,,DPH235B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DPH26B,"DPH26B 6"" #2 Phillips Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DPH26B,,General Supplies > General > General,"Diablo DPH26B Phillips Drive, DPH26B",DPH26B PHILLIPS DRIVE,"Diablo DPH26B Phillips Drive, DPH26B","Diablo DPH26B Phillips Drive, Model DPH26B","Diablo DPH26B Phillips Drive, DPH26B",,,,,,,,,,,,,,,,,,,,,,,,,DPH26B Phillips Drive,,DPH26B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Fasteners,Threaded Fasteners,Screws,,DPH2R1B,"DPH2R1B 1"" #2 Phillips Drywall - Screws Drive Bit",,,,,Freud Inc,Diablo,Diablo,DPH2R1B,,Fasteners > Threaded Fasteners > Screws,"Diablo Screw, DPH2R1B",SCREW,"Diablo Screw, DPH2R1B","Diablo Screw, Model DPH2R1B","Diablo Screw, DPH2R1B",,,,,,,,,,,,,,,,,,,,,,,,,Screw,,Screw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31171502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DPH31B,"DPH31B 1"" #3 Phillips Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DPH31B,,General Supplies > General > General,"Diablo DPH31B Phillips Drive, DPH31B",DPH31B PHILLIPS DRIVE,"Diablo DPH31B Phillips Drive, DPH31B","Diablo DPH31B Phillips Drive, Model DPH31B","Diablo DPH31B Phillips Drive, DPH31B",,,,,,,,,,,,,,,,,,,,,,,,,DPH31B Phillips Drive,,DPH31B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DPH32B,"DPH32B 2"" #3 Phillips Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DPH32B,,General Supplies > General > General,"Diablo DPH32B Phillips Drive, DPH32B",DPH32B PHILLIPS DRIVE,"Diablo DPH32B Phillips Drive, DPH32B","Diablo DPH32B Phillips Drive, Model DPH32B","Diablo DPH32B Phillips Drive, DPH32B",,,,,,,,,,,,,,,,,,,,,,,,,DPH32B Phillips Drive,,DPH32B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DPH335B,"DPH335B 3-1/2"" #3 Phillips - Drive Bit",,,,,Freud Inc,Diablo,Diablo,DPH335B,,General Supplies > General > General,"Diablo DPH335B Phillips Drive, DPH335B",DPH335B PHILLIPS DRIVE,"Diablo DPH335B Phillips Drive, DPH335B","Diablo DPH335B Phillips Drive, Model DPH335B","Diablo DPH335B Phillips Drive, DPH335B",,,,,,,,,,,,,,,,,,,,,,,,,DPH335B Phillips Drive,,DPH335B Phillips Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DSQ12B,"DSQ12B 2"" #1 Square Drive Bit",,,,,Freud Inc,Diablo,Diablo,DSQ12B,,General Supplies > General > General,"Diablo DSQ12B Square Drive, DSQ12B",DSQ12B SQUARE DRIVE,"Diablo DSQ12B Square Drive, DSQ12B","Diablo DSQ12B Square Drive, Model DSQ12B","Diablo DSQ12B Square Drive, DSQ12B",,,,,,,,,,,,,,,,,,,,,,,,,DSQ12B Square Drive,,DSQ12B Square Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DSQ22B,"DSQ22B 2"" #2 Square Drive Bit",,,,,Freud Inc,Diablo,Diablo,DSQ22B,,General Supplies > General > General,"Diablo DSQ22B Square Drive, DSQ22B",DSQ22B SQUARE DRIVE,"Diablo DSQ22B Square Drive, DSQ22B","Diablo DSQ22B Square Drive, Model DSQ22B","Diablo DSQ22B Square Drive, DSQ22B",,,,,,,,,,,,,,,,,,,,,,,,,DSQ22B Square Drive,,DSQ22B Square Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DSQ26B,"DSQ26B 6"" #2 Square Drive Bit",,,,,Freud Inc,Diablo,Diablo,DSQ26B,,General Supplies > General > General,"Diablo DSQ26B Square Drive, DSQ26B",DSQ26B SQUARE DRIVE,"Diablo DSQ26B Square Drive, DSQ26B","Diablo DSQ26B Square Drive, Model DSQ26B","Diablo DSQ26B Square Drive, DSQ26B",,,,,,,,,,,,,,,,,,,,,,,,,DSQ26B Square Drive,,DSQ26B Square Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DSQ32B,"DSQ32B 2"" #3 Square Drive Bit",,,,,Freud Inc,Diablo,Diablo,DSQ32B,,General Supplies > General > General,"Diablo DSQ32B Square Drive, DSQ32B",DSQ32B SQUARE DRIVE,"Diablo DSQ32B Square Drive, DSQ32B","Diablo DSQ32B Square Drive, Model DSQ32B","Diablo DSQ32B Square Drive, DSQ32B",,,,,,,,,,,,,,,,,,,,,,,,,DSQ32B Square Drive,,DSQ32B Square Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT102B,"DT102B 2"" #10 Torx Drive Bit",,,,,Freud Inc,Diablo,Diablo,DT102B,,General Supplies > General > General,"Diablo DT102B Torx Drive, DT102B",DT102B TORX DRIVE,"Diablo DT102B Torx Drive, DT102B","Diablo DT102B Torx Drive, Model DT102B","Diablo DT102B Torx Drive, DT102B",,,,,,,,,,,,,,,,,,,,,,,,,DT102B Torx Drive,,DT102B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT152B,"DT152B 2"" #15 Torx Drive Bit",,,,,Freud Inc,Diablo,Diablo,DT152B,,General Supplies > General > General,"Diablo DT152B Torx Drive, DT152B",DT152B TORX DRIVE,"Diablo DT152B Torx Drive, DT152B","Diablo DT152B Torx Drive, Model DT152B","Diablo DT152B Torx Drive, DT152B",,,,,,,,,,,,,,,,,,,,,,,,,DT152B Torx Drive,,DT152B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT1535B,"DT1535B 3-1/2"" #15 Torx Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DT1535B,,General Supplies > General > General,"Diablo DT1535B Torx Drive, DT1535B",DT1535B TORX DRIVE,"Diablo DT1535B Torx Drive, DT1535B","Diablo DT1535B Torx Drive, Model DT1535B","Diablo DT1535B Torx Drive, DT1535B",,,,,,,,,,,,,,,,,,,,,,,,,DT1535B Torx Drive,,DT1535B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT202B,"DT202B 2"" #20 Torx Drive Bit",,,,,Freud Inc,Diablo,Diablo,DT202B,,General Supplies > General > General,"Diablo DT202B Torx Drive, DT202B",DT202B TORX DRIVE,"Diablo DT202B Torx Drive, DT202B","Diablo DT202B Torx Drive, Model DT202B","Diablo DT202B Torx Drive, DT202B",,,,,,,,,,,,,,,,,,,,,,,,,DT202B Torx Drive,,DT202B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT2035B,"DT2035B 3-1/2"" #20 Torx Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DT2035B,,General Supplies > General > General,"Diablo DT2035B Torx Drive, DT2035B",DT2035B TORX DRIVE,"Diablo DT2035B Torx Drive, DT2035B","Diablo DT2035B Torx Drive, Model DT2035B","Diablo DT2035B Torx Drive, DT2035B",,,,,,,,,,,,,,,,,,,,,,,,,DT2035B Torx Drive,,DT2035B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT206B,"DT206B 6"" #20 Torx Drive Bit",,,,,Freud Inc,Diablo,Diablo,DT206B,,General Supplies > General > General,"Diablo DT206B Torx Drive, DT206B",DT206B TORX DRIVE,"Diablo DT206B Torx Drive, DT206B","Diablo DT206B Torx Drive, Model DT206B","Diablo DT206B Torx Drive, DT206B",,,,,,,,,,,,,,,,,,,,,,,,,DT206B Torx Drive,,DT206B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT252B,"DT252B 2"" #25 Trox Drive Bit",,,,,Freud Inc,Diablo,Diablo,DT252B,,General Supplies > General > General,"Diablo DT252B Trox Drive, DT252B",DT252B TROX DRIVE,"Diablo DT252B Trox Drive, DT252B","Diablo DT252B Trox Drive, Model DT252B","Diablo DT252B Trox Drive, DT252B",,,,,,,,,,,,,,,,,,,,,,,,,DT252B Trox Drive,,DT252B Trox Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT2535B,"DT2535B 3-1/4"" #25 Torx Drive - Bit",,,,,Freud Inc,Diablo,Diablo,DT2535B,,General Supplies > General > General,"Diablo DT2535B Torx Drive, DT2535B",DT2535B TORX DRIVE,"Diablo DT2535B Torx Drive, DT2535B","Diablo DT2535B Torx Drive, Model DT2535B","Diablo DT2535B Torx Drive, DT2535B",,,,,,,,,,,,,,,,,,,,,,,,,DT2535B Torx Drive,,DT2535B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT256B,"DT256B 6"" #25 Torx Drive Bit",,,,,Freud Inc,Diablo,Diablo,DT256B,,General Supplies > General > General,"Diablo DT256B Torx Drive, DT256B",DT256B TORX DRIVE,"Diablo DT256B Torx Drive, DT256B","Diablo DT256B Torx Drive, Model DT256B","Diablo DT256B Torx Drive, DT256B",,,,,,,,,,,,,,,,,,,,,,,,,DT256B Torx Drive,,DT256B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,DT302B,"DT302B 2"" #30 Torx Drive Bit",,,,,Freud Inc,Diablo,Diablo,DT302B,,General Supplies > General > General,"Diablo DT302B Torx Drive, DT302B",DT302B TORX DRIVE,"Diablo DT302B Torx Drive, DT302B","Diablo DT302B Torx Drive, Model DT302B","Diablo DT302B Torx Drive, DT302B",,,,,,,,,,,,,,,,,,,,,,,,,DT302B Torx Drive,,DT302B Torx Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
